City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
343,Yarada,IN,17.65,83.2667,83.91,82,100,2.89,overcast clouds
344,Diego De Almagro,CL,-26.3667,-70.05,60.19,42,0,5.39,clear sky
345,Chuy,UY,-33.6971,-53.4616,56.46,82,69,12.84,broken clouds
346,Veraval,IN,20.9,70.3667,82.67,82,100,18.75,overcast clouds
347,Comodoro Rivadavia,AR,-45.8667,-67.5,37.26,75,20,9.22,few clouds
348,Shikarpur,PK,27.9571,68.6379,91.29,51,34,9.15,scattered clouds
349,Antofagasta,CL,-23.65,-70.4,60.08,88,28,8.61,scattered clouds
350,Warrington,GB,53.3925,-2.5802,59.32,87,75,12.66,broken clouds
351,Blagoyevo,RU,63.3667,47.9167,53.87,93,72,6.51,broken clouds
352,Sao Bartolomeu De Messines,PT,37.2602,-8.2867,73.42,63,39,7.81,scattered clouds
353,Pauini,BR,-7.7136,-66.9764,82.0,58,15,0.6,few clouds
354,Sinnamary,GF,5.3833,-52.95,78.73,83,87,10.11,overcast clouds
355,Virtsu,EE,58.5716,23.5115,74.05,64,100,15.93,overcast clouds
356,Galle,LK,6.0367,80.217,80.91,79,25,20.6,scattered clouds
357,Komsomolets,KZ,53.7453,62.0708,52.79,88,44,6.73,scattered clouds
358,Belyy Yar,RU,53.6039,91.3903,58.89,94,0,6.71,clear sky
359,Troitsk,RU,54.0979,61.5773,52.95,90,49,4.68,scattered clouds
360,Beaufort,MY,5.3473,115.7455,74.73,89,91,3.02,overcast clouds
361,Santa Maria,BR,-29.6842,-53.8069,58.3,77,0,4.61,clear sky
362,Meybod,IR,32.2501,54.0166,89.62,12,0,4.94,clear sky
363,Arlit,NE,18.7369,7.3853,91.15,24,32,9.64,scattered clouds
364,Desnogorsk,RU,54.1508,33.2815,53.24,84,0,5.7,clear sky
365,Atalaia,BR,-9.5019,-36.0228,72.1,98,61,2.82,broken clouds
366,Strezhevoy,RU,60.7333,77.5889,52.3,96,100,9.8,light rain
367,Zhanakorgan,KZ,43.9098,67.2495,71.89,20,0,3.15,clear sky
368,Gravdal,NO,68.1214,13.5031,67.89,77,0,3.44,clear sky
369,Ongandjera,NA,-17.8833,15.0667,60.75,37,0,10.42,clear sky
370,Tsiroanomandidy,MG,-18.7667,46.0333,52.48,71,0,4.43,clear sky
371,Novyy Urengoy,RU,66.0833,76.6333,50.41,63,100,9.55,overcast clouds
372,San Pedro,PH,14.35,121.0167,79.83,83,75,3.44,broken clouds
373,San Antero,CO,9.3741,-75.7589,81.66,81,99,7.43,overcast clouds
374,Laguna,US,38.421,-121.4238,91.31,35,0,9.22,clear sky
375,Teterow,DE,53.7833,12.5667,59.16,87,81,7.63,light rain
376,Kushmurun,KZ,52.4503,64.6311,58.33,63,53,5.39,broken clouds
377,Thinadhoo,MV,0.5333,72.9333,79.38,81,91,7.9,light rain
378,Quatre Cocos,MU,-20.2078,57.7625,67.08,71,92,18.41,light rain
379,Selfoss,IS,63.9331,-20.9971,53.04,82,71,6.46,broken clouds
380,Sao Domingos,BR,-13.3983,-46.3183,73.51,36,2,7.07,clear sky
381,Lannion,FR,48.75,-3.4167,57.18,82,100,2.3,overcast clouds
382,Caiaponia,BR,-16.9567,-51.8103,70.47,36,5,4.47,clear sky
383,Stornoway,GB,58.2093,-6.3865,54.93,92,100,1.14,overcast clouds
384,Karasburg,NA,-28.0167,18.75,60.71,35,67,11.05,broken clouds
385,Andenes,NO,69.3143,16.1194,64.38,72,0,8.05,clear sky
386,Upata,VE,8.0086,-62.3989,78.19,91,66,3.2,broken clouds
387,Kosh-Agach,RU,50.0,88.6667,45.03,83,42,5.19,scattered clouds
388,Suez,EG,29.9737,32.5263,76.42,70,0,11.52,clear sky
389,Ondangwa,NA,-17.9167,15.95,59.22,37,0,9.66,clear sky
390,Nacala,MZ,-14.5428,40.6728,66.79,83,0,5.79,clear sky
391,Barra Do Garcas,BR,-15.89,-52.2567,82.98,36,0,5.75,clear sky
392,Antsohihy,MG,-14.8796,47.9875,72.09,58,25,8.72,scattered clouds
393,Terra Santa,BR,-2.1042,-56.4869,78.84,71,49,3.91,scattered clouds
394,Cururupu,BR,-1.8283,-44.8683,74.86,91,16,3.49,few clouds
395,Moroto,UG,2.5345,34.6666,66.43,65,77,2.62,broken clouds
396,Manzil Salim,TN,35.8567,8.4765,83.61,48,50,5.46,scattered clouds
397,Hamilton,US,39.1834,-84.5333,92.64,60,0,11.5,clear sky
398,Bonanza,NI,14.0289,-84.591,76.48,96,90,5.08,overcast clouds
399,Kang,BW,-23.6752,22.7876,59.36,49,89,5.46,overcast clouds
400,Sembe,CG,1.6481,14.5806,69.69,95,100,2.39,overcast clouds
401,Cavalcante,BR,-13.7975,-47.4583,69.48,38,0,2.98,clear sky
402,Kuopio,FI,62.8924,27.677,69.75,68,0,2.3,clear sky
403,Hwange,ZW,-18.3693,26.5019,59.32,64,73,2.89,broken clouds
404,Munak,IN,29.5187,76.8486,84.2,69,30,6.58,scattered clouds
405,Gazanjyk,TM,39.2446,55.5154,78.93,64,0,11.72,clear sky
406,Butajira,ET,8.1167,38.3667,57.24,78,39,1.48,scattered clouds
407,Katastarion,GR,37.8333,20.7667,80.55,76,0,0.65,clear sky
408,Imbituba,BR,-28.24,-48.6703,61.09,90,0,20.0,clear sky
409,Cervo,ES,43.6702,-7.4101,62.96,86,6,10.78,clear sky
410,Kardla,EE,58.9978,22.7492,75.06,73,97,12.46,overcast clouds
411,Ode,NG,7.7899,5.7117,68.76,97,100,4.52,overcast clouds
412,Saint-Leu,RE,-21.15,55.2833,68.86,68,42,12.64,scattered clouds
413,Campo Verde,BR,-20.4167,-54.0667,72.03,48,0,3.89,clear sky
414,Sao Filipe,CV,14.8961,-24.4956,74.28,83,58,10.76,broken clouds
415,Douglas,US,41.3,-96.167,82.27,59,0,6.91,clear sky
416,Isiro,CD,2.7739,27.616,65.5,98,49,2.48,light rain
417,Skelleftea,SE,64.7507,20.9528,71.96,56,100,4.61,overcast clouds
418,Kuusamo,FI,65.9667,29.1833,71.64,68,0,4.61,clear sky
419,Pitkyaranta,RU,61.5734,31.4792,61.52,73,76,3.51,broken clouds
420,Svetlyy,RU,54.675,20.1347,66.25,94,51,6.69,light rain
421,Batticaloa,LK,7.7102,81.6924,81.59,74,88,4.56,overcast clouds
422,Kutno,PL,52.2306,19.3641,71.1,97,99,6.85,light rain
423,Areka,ET,7.0667,37.7,57.79,86,45,2.15,scattered clouds
424,Khor,RU,47.8861,134.9464,69.82,88,100,3.27,overcast clouds
425,Sao Raimundo Nonato,BR,-9.0153,-42.6994,80.31,51,33,11.14,scattered clouds
426,Cabedelo,BR,-6.9811,-34.8339,79.47,86,25,10.63,scattered clouds
427,Issenye,TZ,-2.0,34.3333,70.07,49,100,5.57,overcast clouds
428,Usinsk,RU,65.9939,57.5281,52.05,91,95,8.19,overcast clouds
429,Camana,PE,-16.6228,-72.7111,61.95,78,79,7.49,broken clouds
430,Zyryanovsk,KZ,49.7386,84.2719,48.4,88,0,1.74,clear sky
431,Graaff-Reinet,ZA,-32.2522,24.5308,56.77,53,0,11.97,clear sky
432,Abu Dhabi,AE,24.4667,54.3667,89.71,81,20,6.91,few clouds
433,Kangaatsiaq,GL,68.3065,-53.4641,38.43,94,100,12.39,overcast clouds
434,Kudahuvadhoo,MV,2.6708,72.8944,78.13,90,100,18.66,overcast clouds
435,Skeldon,GY,5.8833,-57.1333,76.93,93,32,5.66,scattered clouds
436,Banyo,CM,6.75,11.8167,64.33,95,92,0.65,overcast clouds
437,Siparia,TT,10.1333,-61.5,78.82,85,100,6.53,overcast clouds
438,Amapa,BR,1.0,-52.0,72.75,96,45,3.02,scattered clouds
439,Bourges,FR,47.25,2.4167,60.39,63,0,0.58,clear sky
440,Springbok,ZA,-29.6643,17.8865,53.51,53,0,6.44,clear sky
441,Niksar,TR,40.5917,36.9517,59.67,90,10,2.75,clear sky
442,Nikolskoye,RU,59.7035,30.7861,66.09,67,89,5.35,overcast clouds
443,Gboko,NG,7.3179,8.9951,72.97,83,82,4.81,broken clouds
444,Leh,IN,34.1667,77.5833,65.98,41,29,2.86,scattered clouds
445,Mapiripan,CO,2.8892,-72.1256,78.55,89,64,3.53,broken clouds
446,Kaka,TM,37.3482,59.6143,88.59,19,0,10.09,clear sky
447,Hofn,IS,64.2539,-15.2082,53.04,84,11,6.93,few clouds
448,Balkanabat,TM,39.5108,54.3671,81.36,55,0,4.32,clear sky
449,Rakai,UG,-0.72,31.4839,61.66,73,64,3.87,broken clouds
450,Sohbatpur,PK,28.5202,68.5434,97.05,44,28,5.82,scattered clouds
451,Constitucion,CL,-35.3333,-72.4167,48.99,79,15,5.88,few clouds
452,Weligama,LK,5.9667,80.4167,80.46,79,18,17.83,few clouds
453,Washington,US,47.5001,-120.5015,87.78,25,7,2.48,clear sky
454,Kayerkan,RU,69.3497,87.7602,51.53,76,16,9.91,few clouds
455,Aquiraz,BR,-3.9014,-38.3911,81.18,85,6,8.52,clear sky
456,Kyabe,TD,9.4515,18.9449,79.66,66,92,2.28,overcast clouds
457,Ussel,FR,45.55,2.3167,50.38,83,2,4.23,clear sky
458,Dabakala,CI,8.3667,-4.4333,73.47,93,71,4.5,moderate rain
459,Santa Cruz,BO,-17.8,-63.1667,80.65,50,40,24.16,scattered clouds
460,Portsmouth,GB,50.799,-1.0913,60.96,90,3,10.0,clear sky
461,Rovenki,UA,48.0833,39.3776,54.66,71,33,7.25,scattered clouds
462,Mezen,RU,65.8522,44.24,46.51,94,96,7.85,overcast clouds
463,Santa Cruz De Tenerife,ES,28.4682,-16.2546,68.79,90,75,23.02,broken clouds
464,Port Blair,IN,11.6667,92.75,82.44,83,40,3.44,mist
465,Voznesenye,RU,61.0106,35.4781,60.31,67,77,6.71,broken clouds
466,Follonica,IT,42.9263,10.7616,78.01,72,0,6.29,clear sky
467,Timmins,CA,48.4669,-81.3331,69.62,32,75,11.5,broken clouds
468,Ibra,OM,22.6906,58.5334,86.31,54,89,4.72,overcast clouds
469,Aberystwyth,GB,52.4155,-4.0829,53.71,91,98,18.48,overcast clouds
470,Nizwa,OM,22.9333,57.5333,89.65,50,48,2.48,scattered clouds
471,Roseto Degli Abruzzi,IT,42.6664,14.0227,82.09,90,0,3.71,clear sky
472,Oranjemund,NA,-28.55,16.4333,60.87,70,0,8.12,clear sky
473,Rurrenabaque,BO,-14.4413,-67.5278,77.14,61,61,1.68,broken clouds
474,Amroha,IN,28.9167,78.4667,86.25,63,99,3.76,overcast clouds
475,Porto Santo,PT,33.072,-16.3415,68.38,77,40,16.11,scattered clouds
476,Jumla,NP,29.2747,82.1838,62.98,97,97,0.54,overcast clouds
477,Turayf,SA,31.6725,38.6637,77.25,44,0,10.36,clear sky
478,Daugavpils,LV,55.8833,26.5333,63.72,75,94,4.7,overcast clouds
479,Saint-Francois,FR,46.4154,3.9054,54.84,87,0,1.14,clear sky
480,Nalut,LY,30.3333,10.85,94.64,14,25,16.53,scattered clouds
481,Opuwo,NA,-18.0607,13.84,56.48,47,0,3.38,clear sky
482,Adamas,GR,36.7333,24.4333,76.51,73,0,11.9,clear sky
483,Lardos,GR,36.0942,28.0157,84.02,69,0,6.91,clear sky
484,Mayumba,GA,-3.432,10.6554,70.93,92,5,3.29,clear sky
485,Kyotera,UG,-0.6156,31.5175,64.72,70,73,3.67,broken clouds
486,Starosubkhangulovo,RU,53.1031,57.4423,50.9,84,42,3.18,scattered clouds
487,Mafeteng,LS,-29.823,27.2374,40.8,44,0,4.23,clear sky
488,Forecariah,GN,9.4306,-13.0881,75.94,93,100,2.44,light rain
489,Margate,GB,51.3813,1.3862,56.89,79,0,4.0,clear sky
490,Panorama,GR,40.5878,23.0315,78.33,66,20,3.44,few clouds
491,Vezirkopru,TR,41.1436,35.4547,59.49,70,1,2.39,clear sky
492,Cotonou,BJ,6.3654,2.4183,80.58,78,40,13.8,scattered clouds
493,Camacha,PT,33.0833,-16.3333,65.62,77,40,16.11,scattered clouds
494,Ugoofaaru,MV,5.6667,73.0,82.89,77,12,20.4,few clouds
495,Koslan,RU,63.4564,48.8989,53.29,95,11,5.19,few clouds
496,Guisa,CU,20.255,-76.5386,80.85,82,93,3.51,overcast clouds
497,Marienburg,PL,54.0359,19.0266,70.12,94,97,5.86,light rain
498,Valdivia,CL,-39.8142,-73.2459,48.29,88,26,2.13,scattered clouds
499,Urrutia,HN,14.7427,-87.0422,85.21,52,100,5.32,overcast clouds
500,Puri,IN,19.8,85.85,81.12,77,99,11.05,heavy intensity rain
501,Saint-Louis,SN,16.3333,-15.0,92.84,33,10,18.7,clear sky
502,Catia La Mar,VE,10.6038,-67.0303,80.08,91,45,6.87,scattered clouds
503,Carnarvon,AU,-24.8667,113.6333,59.18,47,0,17.25,clear sky
504,Kaya,BF,13.0917,-1.0844,88.36,48,47,1.07,scattered clouds
505,Mana,GF,5.6592,-53.7767,78.93,84,26,10.45,scattered clouds
506,Guasdualito,VE,7.2424,-70.7324,84.2,74,75,6.91,broken clouds
507,Mezhdurechenskiy,RU,59.6,65.9333,54.25,74,100,5.53,overcast clouds
508,Mkushi,ZM,-13.6202,29.3939,52.95,95,5,4.5,clear sky
509,Honningsvag,NO,70.9821,25.9704,51.55,82,14,0.0,few clouds
510,Yasnyy,RU,51.0333,59.8742,60.66,51,78,8.55,broken clouds
511,Francistown,BW,-21.17,27.5079,56.08,73,64,10.02,broken clouds
512,Girne,CY,35.3417,33.3167,78.35,73,0,19.86,clear sky
513,Channagiri,IN,14.0333,75.9333,69.78,93,100,11.23,overcast clouds
514,Asfi,MA,32.2994,-9.2372,68.07,85,0,11.77,clear sky
515,Turkistan,KZ,43.0,68.0,73.38,18,0,11.88,clear sky
516,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,86.02,21,0,12.55,clear sky
517,Brewster,US,41.3973,-73.6171,91.9,51,20,10.36,few clouds
518,Lenger,KZ,42.183,69.8839,63.84,25,0,6.44,clear sky
519,Tandil,AR,-37.3217,-59.1332,46.69,91,100,9.26,overcast clouds
520,Gobabis,NA,-22.45,18.9667,50.38,57,13,10.98,few clouds
521,Saint-Joseph,RE,-21.3667,55.6167,68.38,68,74,14.72,broken clouds
522,Umm Lajj,SA,25.0213,37.2685,84.76,59,3,7.96,clear sky
523,Boxmeer,NL,51.6467,5.9472,61.11,86,0,2.3,clear sky
524,Bolshoye Murashkino,RU,55.7826,44.7754,50.02,88,3,9.8,clear sky
525,Rusera,IN,25.75,86.0333,84.2,78,100,9.31,moderate rain
526,Caravelas,BR,-17.7125,-39.2481,70.97,82,68,5.64,broken clouds
527,Kashi,CN,39.4547,75.9797,85.21,10,20,2.24,few clouds
528,Cap Malheureux,MU,-19.9842,57.6142,67.46,73,74,1.99,broken clouds
529,Havre-Saint-Pierre,CA,50.2334,-63.5986,68.36,56,100,5.75,overcast clouds
530,Zemio,CF,5.0314,25.1361,66.07,97,90,3.56,light rain
531,Rabat,MA,33.9911,-6.8401,69.87,89,75,8.05,broken clouds
532,Igrim,RU,63.1906,64.4162,50.38,68,51,4.56,broken clouds
533,Syasstroy,RU,60.1367,32.5691,60.55,64,2,6.17,clear sky
534,Durban,ZA,-29.8579,31.0292,59.02,79,0,1.99,clear sky
535,Pratapgarh,IN,24.0333,74.7833,75.16,93,100,13.29,moderate rain
536,Antalaha,MG,-14.9003,50.2788,69.67,89,83,12.62,light rain
537,Porangatu,BR,-13.4408,-49.1486,77.31,30,0,3.51,clear sky
538,Bensonville,LR,6.4461,-10.6125,78.35,91,100,3.58,overcast clouds
539,Ponta Delgada,PT,37.7333,-25.6667,69.49,83,75,9.22,broken clouds
540,Pemba,MZ,-12.974,40.5178,74.73,69,0,15.03,clear sky
541,Huescar,ES,37.811,-2.5412,67.26,76,0,7.72,clear sky
542,Kristiinankaupunki,FI,62.2743,21.376,62.26,84,36,7.94,scattered clouds
543,Faratsiho,MG,-19.4,46.95,41.63,89,36,7.72,scattered clouds
544,Hearst,CA,49.6835,-83.6665,52.05,94,87,13.35,light rain
545,Plettenberg Bay,ZA,-34.0527,23.3716,71.42,40,1,18.81,clear sky
546,Aksu,CN,41.1231,80.2644,79.83,24,2,5.21,clear sky
547,Kaspiysk,RU,42.8816,47.6392,69.98,82,20,2.24,few clouds
548,Rawalpindi,PK,33.6007,73.0679,81.23,79,41,4.0,scattered clouds
549,Koutiala,ML,12.3917,-5.4642,80.55,63,66,4.07,light rain
550,Outjo,NA,-20.1167,16.15,53.71,45,1,7.31,clear sky
551,Yarmouth,US,41.7057,-70.2286,81.64,82,20,17.27,few clouds
552,Kapuskasing,CA,49.4169,-82.4331,68.09,45,75,17.27,broken clouds
553,Sawakin,SD,19.1059,37.3321,88.14,42,5,7.9,clear sky
554,Bafoulabe,ML,13.8065,-10.8321,89.69,49,56,3.96,broken clouds
555,Melbu,NO,68.5044,14.8297,69.58,77,0,5.75,clear sky
556,Gander,CA,48.9682,-54.5906,59.16,100,100,5.75,light intensity drizzle
557,Monroe,US,43.1501,-77.6831,86.02,47,100,12.66,overcast clouds
558,Shenkursk,RU,62.1091,42.896,57.02,69,99,3.71,overcast clouds
559,Anzio,IT,41.4853,12.6179,80.98,76,0,4.88,clear sky
560,Shelburne,CA,44.0787,-80.2041,81.36,55,99,11.68,overcast clouds
561,Quime,BO,-16.9833,-67.2167,51.89,67,9,3.13,clear sky
562,Aksarayskiy,RU,46.7924,48.0119,71.55,43,97,7.74,overcast clouds
563,Kosonsoy,UZ,41.2561,71.5508,66.76,26,0,9.69,clear sky
564,Bosaso,SO,11.2842,49.1816,90.39,41,56,22.68,broken clouds
565,Maceio,BR,-9.6658,-35.7353,72.84,94,100,1.14,overcast clouds
566,Nueva Loja,EC,0.0847,-76.8828,78.82,83,75,3.44,broken clouds
567,Parchim,DE,53.4263,11.8488,54.46,93,75,6.24,broken clouds
568,Kentau,KZ,43.5206,68.5094,72.32,19,0,10.02,clear sky
569,Trairi,BR,-3.2778,-39.2689,77.31,83,6,7.0,clear sky
570,Marovoay,MG,-16.1,46.6333,65.12,70,21,6.46,few clouds
571,Angoche,MZ,-16.2325,39.9086,69.71,78,0,5.08,clear sky
572,Placido De Castro,BR,-10.3353,-67.1856,80.42,52,2,2.26,clear sky
573,Kristiansund,NO,63.1115,7.732,70.45,73,0,2.3,clear sky
574,Ylojarvi,FI,61.5563,23.5961,73.31,53,0,5.75,clear sky
575,Tres Arroyos,AR,-38.3739,-60.2798,51.15,72,100,16.62,overcast clouds
576,Puerto Ayacucho,VE,5.6639,-67.6236,80.24,83,85,1.79,overcast clouds
577,Andros,GR,37.8333,24.9333,81.16,51,0,10.0,clear sky
578,Lincoln,US,40.8,-96.667,86.14,60,0,8.05,clear sky
579,Jurado,CO,7.1053,-77.7641,79.86,84,91,5.93,light rain
580,Saint-Georges,GD,12.0564,-61.7485,82.08,83,40,5.75,scattered clouds
581,Togur,RU,58.3631,82.8265,49.32,98,100,6.49,overcast clouds
582,Rocha,UY,-34.4833,-54.3333,53.37,85,66,14.16,broken clouds
583,Sisimiut,GL,66.9395,-53.6735,38.17,96,100,10.76,overcast clouds
584,Lasa,IT,46.6166,10.7002,61.36,91,44,2.13,scattered clouds
585,Puerto Ayora,EC,-0.7393,-90.3518,78.76,85,50,8.99,scattered clouds
586,Telhara,IN,21.0269,76.8389,78.6,84,100,7.31,overcast clouds
587,Osterhofen,DE,48.7,13.0167,56.7,83,52,3.02,broken clouds
588,Nador,MA,35.174,-2.9287,75.45,88,75,8.05,broken clouds
589,Henties Bay,NA,-22.116,14.2845,62.82,64,0,3.04,clear sky
590,Atar,MR,20.5169,-13.0499,92.37,14,5,9.15,clear sky
591,Ilheus,BR,-14.7889,-39.0494,76.82,83,40,14.97,scattered clouds
592,Floro,NO,61.5996,5.0328,68.07,72,100,21.85,overcast clouds
593,Rasra,IN,25.85,83.85,89.24,62,92,5.01,overcast clouds
594,Lakselv,NO,70.0513,24.9718,67.82,73,37,4.61,scattered clouds
595,Great Yarmouth,GB,52.6083,1.7305,62.85,74,62,10.38,broken clouds
596,Houlton,US,46.1262,-67.8403,79.21,53,0,6.91,clear sky
597,Vila Franca Do Campo,PT,37.7167,-25.4333,69.19,92,86,7.94,overcast clouds
598,Nizhniy Odes,RU,63.6445,54.856,53.26,98,99,3.76,moderate rain
599,Santiago Del Estero,AR,-27.7951,-64.2615,67.24,54,72,5.08,broken clouds
600,Oliva,ES,38.9197,-0.1194,75.63,86,15,3.0,few clouds
601,Aktas,KZ,49.7789,72.9608,38.95,57,6,4.52,clear sky
602,Rudbar,AF,30.15,62.6,92.75,16,1,7.78,clear sky
603,Sompeta,IN,18.9333,84.6,80.35,90,98,11.63,moderate rain
604,Caledon,ZA,-34.23,19.4265,55.83,64,0,4.74,clear sky
605,Mantua,IT,45.1667,10.7833,79.84,73,3,2.21,clear sky
606,Progreso,MX,21.2833,-89.6667,96.12,70,18,17.13,few clouds
607,Yuksekova,TR,37.5736,44.2872,55.15,58,0,2.3,clear sky
608,Foumban,CM,5.7291,10.9001,62.67,96,87,1.05,overcast clouds
609,Matara,LK,5.9485,80.5353,80.38,79,18,17.05,few clouds
610,Mbuji-Mayi,CD,-6.15,23.6,79.23,35,80,4.14,broken clouds
611,Caconda,AO,-13.7333,15.0667,53.62,37,3,2.8,clear sky
612,Alvaraes,BR,-3.2208,-64.8042,80.47,80,36,2.55,scattered clouds
613,Gayeri,BF,12.6497,0.4931,86.76,49,82,8.39,broken clouds
614,Krasnoborsk,RU,61.5598,45.934,56.97,63,89,3.76,overcast clouds
615,Malakal,SS,9.5334,31.6605,77.38,59,47,3.0,scattered clouds
616,Chadiza,ZM,-14.0678,32.4392,54.75,89,21,4.83,few clouds
617,Rundu,NA,-17.9333,19.7667,51.42,58,2,6.13,clear sky
618,Panagar,IN,23.3,79.9833,79.63,84,100,4.21,moderate rain
619,Alegrete,BR,-29.7831,-55.7919,61.65,93,37,8.72,scattered clouds
620,Vadakku Valliyur,IN,8.3833,77.65,81.5,60,98,9.19,overcast clouds
621,Chokwe,MZ,-24.5333,32.9833,61.79,85,3,4.83,clear sky
622,Praia Da Vitoria,PT,38.7333,-27.0667,70.75,88,75,11.65,broken clouds
623,Jauharabad,PK,32.2898,72.2813,90.41,59,2,5.35,clear sky
624,Foki,RU,56.693,54.3499,48.69,85,74,4.85,broken clouds
625,Luena,AO,-11.7833,19.9167,53.49,53,6,3.13,clear sky
626,Natal,BR,-5.795,-35.2094,82.62,78,20,8.05,few clouds
627,Panaba,MX,21.2833,-88.2667,91.58,50,60,16.8,broken clouds
628,Ashtian,IR,34.5217,50.0019,77.0,15,0,8.37,clear sky
629,Kondinskoye,RU,59.6481,67.41,53.69,63,100,8.34,overcast clouds
630,Ballina,AU,-28.8667,153.5667,56.01,99,100,11.07,light rain
631,Adre,TD,13.4667,22.2,77.86,54,99,6.35,overcast clouds
632,Alexander City,US,32.944,-85.9539,91.31,74,0,5.75,clear sky
633,Finnsnes,NO,69.2296,17.9811,70.41,78,6,1.21,clear sky
634,Polunochnoye,RU,60.8697,60.4153,48.34,70,66,3.71,broken clouds
635,Kembolcha,ET,11.0816,39.7434,64.89,74,91,5.26,light rain
636,Madisonville,US,37.3281,-87.4989,93.06,65,86,2.21,overcast clouds
637,Suzun,RU,53.7841,82.3116,55.6,81,100,8.08,overcast clouds
638,Banfora,BF,10.6333,-4.7667,77.63,78,96,2.48,light rain
639,Pafos,CY,34.7667,32.4167,76.78,88,20,3.44,few clouds
640,Hoganas,SE,56.1997,12.558,60.12,80,100,14.0,overcast clouds
641,Severnoye,RU,56.3491,78.3619,50.76,97,100,11.54,overcast clouds
642,Kargasok,RU,59.0556,80.8572,50.09,98,95,6.98,overcast clouds
643,Urumqi,CN,43.801,87.6005,68.95,53,0,2.24,clear sky
644,Iracoubo,GF,5.4802,-53.2011,78.6,83,63,10.13,broken clouds
645,Estrela,BR,-28.0611,-50.9383,45.41,93,0,5.37,clear sky
646,Shahrud,IR,36.4182,54.9763,77.14,42,0,6.46,clear sky
647,Slivilesti,RO,44.7833,23.1333,70.27,63,4,4.56,clear sky
648,Teguise,ES,29.0605,-13.564,66.42,78,75,17.27,broken clouds
649,Breves,BR,-1.6822,-50.4803,78.46,80,65,3.53,broken clouds
650,Eslamshahr,IR,35.5605,51.2346,83.64,29,0,20.71,clear sky
651,Praia,CV,14.9215,-23.5087,75.74,73,20,16.11,few clouds
652,Kisesa,TZ,-3.0833,34.15,66.15,51,71,7.56,broken clouds
653,Mikkeli,FI,61.6886,27.2723,68.14,77,0,1.14,clear sky
654,Novoasbest,RU,57.7422,60.2877,51.04,80,100,2.98,overcast clouds
655,Glazov,RU,58.1394,52.6584,49.64,84,100,4.07,overcast clouds
656,Mindelo,CV,16.8901,-24.9804,74.75,69,20,17.27,few clouds
657,Raudeberg,NO,61.9875,5.1352,63.27,69,87,22.3,overcast clouds
658,Shelbyville,US,35.4834,-86.4603,93.31,36,0,4.61,clear sky
659,Verkhniy Tagil,RU,57.3733,59.9556,50.13,79,96,2.01,overcast clouds
660,Matagami,CA,49.7502,-77.6328,69.91,40,40,6.91,scattered clouds
661,Aubergenville,FR,48.96,1.8547,62.85,76,80,3.98,broken clouds
662,Wajir,KE,1.7471,40.0573,73.53,57,53,17.43,broken clouds
663,Tutin,RS,42.9903,20.3314,65.93,71,34,3.76,scattered clouds
664,Kavarna,BG,43.4333,28.3333,67.35,97,0,4.03,clear sky
665,Krasnoarmeysk,RU,51.0239,45.6969,49.8,89,84,10.11,broken clouds
666,Narragansett,US,41.4501,-71.4495,85.98,70,40,19.57,scattered clouds
667,Escanaba,US,45.7453,-87.0646,76.51,67,0,14.97,clear sky
668,Mount Pleasant,US,32.7941,-79.8626,79.99,88,75,10.36,mist
669,Sabha,LY,27.0377,14.4283,90.7,14,0,11.36,clear sky
670,Vuktyl,RU,63.8567,57.3094,55.54,66,100,4.43,overcast clouds
671,Orcopampa,PE,-15.2661,-72.3417,53.2,33,11,8.95,few clouds
672,Sinegorskiy,RU,48.0139,40.8447,57.7,58,70,8.03,broken clouds
673,Sistranda,NO,63.7256,8.834,73.36,91,13,2.48,few clouds
674,Ouagadougou,BF,12.3642,-1.5383,87.93,58,20,4.61,thunderstorm
675,Belyye Berega,RU,53.2085,34.6641,60.98,73,0,5.44,clear sky
676,Adrar,MR,20.5022,-10.0711,93.76,11,69,13.51,broken clouds
677,Odweyne,SO,9.4092,45.064,69.75,61,60,20.29,broken clouds
678,Buraydah,SA,26.326,43.975,91.85,12,12,10.42,few clouds
679,Nakonde,ZM,-9.3421,32.745,51.64,89,48,6.62,scattered clouds
680,Ipinda,TZ,-9.4833,33.9,66.99,74,50,1.07,scattered clouds
681,Borgarnes,IS,64.5383,-21.9206,57.81,89,55,5.75,broken clouds
682,Kanniyakumari,IN,8.0833,77.5667,81.61,68,100,24.85,overcast clouds
683,Kontagora,NG,10.3999,5.4695,72.95,89,100,3.78,light rain
684,Kazan,RU,55.7887,49.1221,57.81,80,1,4.23,clear sky
685,Polyarnyy,RU,69.1989,33.4478,50.7,84,74,4.47,broken clouds
686,Cutervo,PE,-6.379,-78.8157,60.87,53,3,5.46,clear sky
